csid,diary_type,diary_keeper,age_years_part,age_class_part,sex,age_class_cont,part_educ_stat,part_job,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year,day,loc_stat,season
696,Picture,Participant,48.9,5,Male,Pre-School,05-Aug,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Secondary,05-Aug,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Pre-School,05-Aug,Agriculture/Fishing,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Secondary,05-Aug,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Secondary,05-Aug,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Primary,05-Aug,Agriculture/Fishing,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Primary,05-Aug,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Pre-School,05-Aug,Agriculture/Fishing,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Adult,05-Aug,Agriculture/Fishing,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Secondary,05-Aug,Agriculture/Fishing,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Secondary,05-Aug,Agriculture/Fishing,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Adult,05-Aug,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Primary,05-Aug,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Adult,05-Aug,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Secondary,05-Aug,Agriculture/Fishing,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
696,Picture,Participant,48.9,5,Male,Primary,05-Aug,Agriculture/Fishing,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
697,Picture,Shadow,0.2,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
697,Picture,Shadow,0.2,1,Female,Adult,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
697,Picture,Shadow,0.2,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
697,Picture,Shadow,0.2,1,Female,Primary,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
697,Picture,Shadow,0.2,1,Female,Primary,0,Pre-School,1,1,Parent,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
697,Picture,Shadow,0.2,1,Female,Adult,0,Pre-School,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
697,Picture,Shadow,0.2,1,Female,Pre-School,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
697,Picture,Shadow,0.2,1,Female,Secondary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
697,Picture,Shadow,0.2,1,Female,Primary,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
697,Picture,Shadow,0.2,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,0
698,Picture,Shadow,1,2,Female,Older,0,Unemployed,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
698,Picture,Shadow,1,2,Female,Primary,0,Unemployed,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
698,Picture,Shadow,1,2,Female,Adult,0,Unemployed,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
698,Picture,Shadow,1,2,Female,Secondary,0,Unemployed,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
698,Picture,Shadow,1,2,Female,Pre-School,0,Unemployed,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
698,Picture,Shadow,1,2,Female,Pre-School,0,Unemployed,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
698,Picture,Shadow,1,2,Female,Older,0,Unemployed,1,1,Parent,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
698,Picture,Shadow,1,2,Female,Primary,0,Unemployed,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
698,Picture,Shadow,1,2,Female,Adult,0,Unemployed,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
698,Picture,Shadow,1,2,Female,Primary,0,Unemployed,1,1,Parent,Yes,Yes,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
699,Picture,Shadow,67.9,6,Female,Secondary,0,Agriculture/Fishing,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
699,Picture,Shadow,67.9,6,Female,Adult,0,Agriculture/Fishing,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
699,Picture,Shadow,67.9,6,Female,Pre-School,0,Agriculture/Fishing,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
699,Picture,Shadow,67.9,6,Female,Primary,0,Agriculture/Fishing,1,1,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
699,Picture,Shadow,67.9,6,Female,Primary,0,Agriculture/Fishing,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
701,Picture,Participant,50.9,5,Male,Primary,>12,Unemployed,0,0,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Older,>12,Unemployed,0,0,Offspring,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Adult,>12,Unemployed,0,0,Offspring,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Adult,>12,Unemployed,0,0,Offspring,No,Yes,Yes,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Adult,>12,Unemployed,0,0,Offspring,Yes,No,No,Yes,Often,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Pre-School,>12,Unemployed,0,0,Offspring,Yes,Yes,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Adult,>12,Unemployed,0,0,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Adult,>12,Unemployed,0,0,Offspring,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Adult,>12,Unemployed,0,0,Offspring,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Secondary,>12,Unemployed,0,0,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Adult,>12,Unemployed,0,0,Offspring,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Secondary,>12,Unemployed,0,0,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Adult,>12,Unemployed,0,0,Offspring,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
701,Picture,Participant,50.9,5,Male,Adult,>12,Unemployed,0,0,Spouse,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Primary,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Older,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Adult,0,Unemployed,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,Yes,none,No,none,no,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Secondary,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Adult,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Secondary,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,Yes,none,No,none,no,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Older,0,Unemployed,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Pre-School,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,0,1
702,Picture,Shadow,0.9,1,Female,Secondary,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,0,1
704,Picture,Participant,19.8,4,Female,Adult,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,0
704,Picture,Participant,19.8,4,Female,Adult,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,0
704,Picture,Participant,19.8,4,Female,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,0
704,Picture,Participant,19.8,4,Female,Primary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Missing,No,none,Yes,none,No,none,none,2011,0,0,0
704,Picture,Participant,19.8,4,Female,Older,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,0
704,Picture,Participant,19.8,4,Female,Adult,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,0
704,Picture,Participant,19.8,4,Female,Adult,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,0
704,Picture,Participant,19.8,4,Female,Older,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,0
705,Picture,Participant,30.9,5,Male,Adult,05-Aug,Other,0,0,Spouse,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,0,1
705,Picture,Participant,30.9,5,Male,Adult,05-Aug,Other,0,0,Offspring,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,0,1
705,Picture,Participant,30.9,5,Male,Adult,05-Aug,Other,0,0,Offspring,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,0,1
705,Picture,Participant,30.9,5,Male,Pre-School,05-Aug,Other,0,0,Offspring,Yes,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,0,1
705,Picture,Participant,30.9,5,Male,Infant,05-Aug,Other,0,0,Offspring,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,0,1
705,Picture,Participant,30.9,5,Male,Adult,05-Aug,Other,0,0,Offspring,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,0,1
706,Picture,Shadow,0.9,1,Female,Primary,0,Unemployed,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Primary,0,Unemployed,1,1,Sibling,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Adult,0,Unemployed,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Adult,0,Unemployed,1,1,Offspring,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Older,0,Unemployed,1,1,Sibling,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Pre-School,0,Unemployed,1,1,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Secondary,0,Unemployed,1,1,Sibling,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Adult,0,Unemployed,1,1,Sibling,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Primary,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Primary,0,Unemployed,1,1,Offspring,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Adult,0,Unemployed,1,1,Offspring,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
706,Picture,Shadow,0.9,1,Female,Adult,0,Unemployed,1,1,Offspring,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,0
707,Picture,Participant,32.9,5,Female,Pre-School,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Adult,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Pre-School,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Primary,05-Aug,Business Person,0,0,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Secondary,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Adult,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Pre-School,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Pre-School,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Adult,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Pre-School,05-Aug,Business Person,0,0,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Adult,05-Aug,Business Person,0,0,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Adult,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Adult,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Pre-School,05-Aug,Business Person,0,0,Offspring,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Infant,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Adult,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Adult,05-Aug,Business Person,0,0,Spouse,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Adult,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Pre-School,05-Aug,Business Person,0,0,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Primary,05-Aug,Business Person,0,0,Offspring,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
707,Picture,Participant,32.9,5,Female,Older,05-Aug,Business Person,0,0,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,0,0
710,Picture,Shadow,64.9,6,Female,Pre-School,0,Agriculture/Fishing,1,1,Offspring,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,1
710,Picture,Shadow,64.9,6,Female,Adult,0,Agriculture/Fishing,1,1,Other relative,No,No,No,No,Often,No,None,Yes,None,No,None,No,2011,1,0,1
710,Picture,Shadow,64.9,6,Female,Older,0,Agriculture/Fishing,1,1,Other relative,No,No,No,No,Regularly,No,None,Yes,None,No,None,No,2011,1,0,1
710,Picture,Shadow,64.9,6,Female,Adult,0,Agriculture/Fishing,1,1,Offspring,No,No,No,No,Often,No,None,Yes,None,No,None,No,2011,1,0,1
710,Picture,Shadow,64.9,6,Female,Primary,0,Agriculture/Fishing,1,1,Offspring,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No,2011,1,0,1
710,Picture,Shadow,64.9,6,Female,Older,0,Agriculture/Fishing,1,1,Other relative,No,No,No,No,Often,No,None,Yes,None,No,None,No,2011,1,0,1
710,Picture,Shadow,64.9,6,Female,Primary,0,Agriculture/Fishing,1,1,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No,2011,1,0,1
710,Picture,Shadow,64.9,6,Female,Infant,0,Agriculture/Fishing,1,1,Other relative,No,No,No,No,Regularly,No,None,Yes,None,No,None,No,2011,1,0,1
710,Picture,Shadow,64.9,6,Female,Infant,0,Agriculture/Fishing,1,1,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,0,1
710,Picture,Shadow,64.9,6,Female,Older,0,Agriculture/Fishing,1,1,Other relative,No,No,No,No,Regularly,No,None,Yes,None,No,None,No,2011,1,0,1
711,Picture,Participant,14,3,Female,Primary,05-Aug,Student,0,0,Sibling,No,Yes,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Pre-School,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Secondary,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Adult,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Infant,05-Aug,Student,0,0,Other relative,No,Yes,No,No,Regularly,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Primary,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Primary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Secondary,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Primary,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Adult,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Primary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
711,Picture,Participant,14,3,Female,Primary,05-Aug,Student,0,0,Sibling,No,Yes,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,0,0,1
713,Text,Shadow,48.9,5,Female,Older,0,Unemployed,1,1,Other relative,No,No,No,Yes,Daily,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Primary,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Daily,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Older,0,Unemployed,1,1,Other relative,No,No,No,Yes,Daily,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Secondary,0,Unemployed,1,1,Offspring,No,No,No,Yes,Often,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Adult,0,Unemployed,1,1,Offspring,Yes,Yes,Yes,Yes,Daily,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Older,0,Unemployed,1,1,Offspring,No,Yes,Yes,Yes,Daily,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Missing,Missing,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
713,Text,Shadow,48.9,5,Female,Secondary,0,Unemployed,1,1,Offspring,No,No,No,Yes,Often,No,none,No,shadow-participant fell sick and was admitted in hospital so as a result I forgot to record some of the contacts,No,none,none,2011,1,0,1
717,Picture,Shadow,0.7,1,Male,Primary,0,Pre-School,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
717,Picture,Shadow,0.7,1,Male,Primary,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
717,Picture,Shadow,0.7,1,Male,Primary,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
717,Picture,Shadow,0.7,1,Male,Primary,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
717,Picture,Shadow,0.7,1,Male,Primary,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
717,Picture,Shadow,0.7,1,Male,Secondary,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
717,Picture,Shadow,0.7,1,Male,Adult,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
718,Picture,Participant,15.3,3,Male,Primary,01-Apr,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
718,Picture,Participant,15.3,3,Male,Secondary,01-Apr,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
718,Picture,Participant,15.3,3,Male,Pre-School,01-Apr,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
718,Picture,Participant,15.3,3,Male,Pre-School,01-Apr,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
